Item_Fat_Content,Item_MRP,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type
0,145.276,Snack Foods,0.139985583,16.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,49.8666,Snack Foods,0.09928629800000001,14.65,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,123.7704,Snack Foods,0.037680711,15.6,2004,OUT035,Tier 2,Small,Supermarket Type1
0,176.2712,Household,0.16806490899999998,17.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,141.3154,Dairy,0.090111173,16.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,170.9106,Fruits and Vegetables,0.136286138,17.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,100.5358,Frozen Foods,0.125857678,11.5,2002,OUT045,Tier 2,,Supermarket Type1
1,256.5988,Breads,0.067700925,5.695,1997,OUT046,Tier 1,Small,Supermarket Type1
0,36.0848,Soft Drinks,0.112896669,15.2,1997,OUT046,Tier 1,Small,Supermarket Type1
0,126.5362,Baking Goods,0.173973652,9.1,1987,OUT013,Tier 3,High,Supermarket Type1
0,146.076,Snack Foods,0.0,16.85,2007,OUT017,Tier 2,,Supermarket Type1
0,65.9142,Others,0.073516952,11.15,2002,OUT045,Tier 2,,Supermarket Type1
0,247.4434,Frozen Foods,0.119285634,17.0,1987,OUT013,Tier 3,High,Supermarket Type1
1,215.2218,Frozen Foods,0.153011599,7.47,2007,OUT017,Tier 2,,Supermarket Type1
0,37.3506,Fruits and Vegetables,0.04875891,20.7,1997,OUT046,Tier 1,Small,Supermarket Type1
1,173.2764,Snack Foods,0.10527616199999999,15.6,2004,OUT035,Tier 2,Small,Supermarket Type1
1,100.7674,Meat,0.122123201,17.7,2002,OUT045,Tier 2,,Supermarket Type1
0,60.0194,Household,0.082970667,13.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,146.3786,Dairy,0.029782937000000002,14.0,2002,OUT045,Tier 2,,Supermarket Type1
1,119.044,Dairy,0.067953506,18.85,1997,OUT046,Tier 1,Small,Supermarket Type1
0,182.4634,Soft Drinks,0.03722507,15.7,2004,OUT035,Tier 2,Small,Supermarket Type1
0,44.0112,Household,0.020487625,15.85,1997,OUT046,Tier 1,Small,Supermarket Type1
1,94.3752,Meat,0.179077475,6.175,1997,OUT046,Tier 1,Small,Supermarket Type1
0,216.4824,Canned,0.037131628,,1985,OUT019,Tier 1,Small,Grocery Store
1,48.3718,Meat,0.017547958,16.0,2004,OUT035,Tier 2,Small,Supermarket Type1
0,158.1604,Household,0.093191195,13.15,2007,OUT017,Tier 2,,Supermarket Type1
1,102.7332,Fruits and Vegetables,0.079875237,16.5,2002,OUT045,Tier 2,,Supermarket Type1
0,57.0614,Others,0.01125332,14.65,2007,OUT017,Tier 2,,Supermarket Type1
1,261.491,Snack Foods,0.125170423,13.5,1987,OUT013,Tier 3,High,Supermarket Type1
0,50.6008,Canned,0.032152004,10.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,51.4666,Baking Goods,0.056033565,11.85,2007,OUT017,Tier 2,,Supermarket Type1
1,161.0578,Snack Foods,0.021049215,9.285,2002,OUT045,Tier 2,,Supermarket Type1
1,223.5404,Meat,0.023526504,12.8,2004,OUT035,Tier 2,Small,Supermarket Type1
0,260.8962,Household,0.020229757,6.235,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,246.84599999999998,Frozen Foods,0.131445848,12.15,2002,OUT045,Tier 2,,Supermarket Type1
0,44.077,Health and Hygiene,0.083862625,,1985,OUT019,Tier 1,Small,Grocery Store
1,78.2328,Baking Goods,0.18614827,12.35,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,101.0016,Fruits and Vegetables,0.20471303600000001,9.195,1998,OUT010,Tier 3,,Grocery Store
0,260.3278,Fruits and Vegetables,0.036057562,16.2,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,174.6054,Household,0.031327838999999996,7.285,2007,OUT017,Tier 2,,Supermarket Type1
1,224.7088,Breads,0.055558509000000006,7.05,1997,OUT046,Tier 1,Small,Supermarket Type1
0,109.9254,Frozen Foods,0.0,,1985,OUT019,Tier 1,Small,Grocery Store
1,262.3594,Breads,0.06386355099999999,14.5,1997,OUT046,Tier 1,Small,Supermarket Type1
0,75.7012,Dairy,0.0,13.35,2007,OUT017,Tier 2,,Supermarket Type1
0,128.4652,Fruits and Vegetables,0.0,11.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,180.666,Hard Drinks,0.016852909,12.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,124.5704,Snack Foods,0.094037241,11.8,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,107.4912,Snack Foods,0.085312137,7.05,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,195.7768,Seafood,0.053764023,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,207.0954,Household,0.010365546,18.75,1997,OUT046,Tier 1,Small,Supermarket Type1
1,196.31099999999998,Meat,0.027135522000000002,19.25,2002,OUT045,Tier 2,,Supermarket Type1
0,100.57,Canned,0.0,16.2,1987,OUT013,Tier 3,High,Supermarket Type1
1,176.0028,Snack Foods,0.11614859599999999,8.31,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,73.8354,Dairy,0.075363922,13.1,2007,OUT017,Tier 2,,Supermarket Type1
0,180.5976,Fruits and Vegetables,0.021496402999999997,13.5,1997,OUT046,Tier 1,Small,Supermarket Type1
1,169.679,Snack Foods,0.085931544,11.15,1997,OUT046,Tier 1,Small,Supermarket Type1
0,56.2588,Household,0.09680600800000001,7.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,156.5946,Hard Drinks,0.04778563,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,169.9764,Snack Foods,0.105725004,15.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,111.1912,Snack Foods,0.148764535,,1985,OUT019,Tier 1,Small,Grocery Store
0,186.524,Fruits and Vegetables,0.066997921,6.78,2007,OUT017,Tier 2,,Supermarket Type1
0,141.1496,Snack Foods,0.040938155,16.0,2004,OUT035,Tier 2,Small,Supermarket Type1
1,89.1172,Canned,0.014661762,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,159.6946,Hard Drinks,0.048213766,10.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,148.8392,Frozen Foods,0.032761024,17.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,121.64399999999999,Soft Drinks,0.0,7.535,2002,OUT045,Tier 2,,Supermarket Type1
0,146.6076,Frozen Foods,0.025988507999999997,15.1,2004,OUT035,Tier 2,Small,Supermarket Type1
0,149.0076,Frozen Foods,0.026140452,15.1,2007,OUT017,Tier 2,,Supermarket Type1
0,264.7226,Canned,0.025932407999999997,10.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,224.0746,Starchy Foods,0.09817040199999999,20.85,2007,OUT017,Tier 2,,Supermarket Type1
1,182.1976,Fruits and Vegetables,0.119439636,16.7,2004,OUT035,Tier 2,Small,Supermarket Type1
1,143.6444,Baking Goods,0.059540542,8.315,1998,OUT010,Tier 3,,Grocery Store
0,173.8054,Snack Foods,0.044122209,,1985,OUT019,Tier 1,Small,Grocery Store
0,258.4988,Fruits and Vegetables,0.08130482900000001,16.75,2004,OUT035,Tier 2,Small,Supermarket Type1
0,98.8384,Baking Goods,0.081014461,,1985,OUT019,Tier 1,Small,Grocery Store
0,42.9112,Household,0.006775666999999999,12.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,49.9034,Baking Goods,0.03749705,6.8,1997,OUT046,Tier 1,Small,Supermarket Type1
0,149.8076,Frozen Foods,0.086060695,7.3,1987,OUT013,Tier 3,High,Supermarket Type1
0,42.5112,Household,0.020519478,15.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,56.5614,Soft Drinks,0.061163967,12.1,2004,OUT035,Tier 2,Small,Supermarket Type1
1,107.6596,Meat,0.07821891,9.195,2002,OUT045,Tier 2,,Supermarket Type1
1,174.708,Fruits and Vegetables,0.14492016,7.59,1987,OUT013,Tier 3,High,Supermarket Type1
0,34.5532,Starchy Foods,0.062235982999999995,12.15,1987,OUT013,Tier 3,High,Supermarket Type1
1,179.766,Frozen Foods,0.030166923999999998,19.75,1998,OUT010,Tier 3,,Grocery Store
0,130.2626,Health and Hygiene,0.016104504,18.85,2004,OUT035,Tier 2,Small,Supermarket Type1
0,211.2928,Frozen Foods,0.01544786,12.15,1987,OUT013,Tier 3,High,Supermarket Type1
0,174.2054,Fruits and Vegetables,0.037574137,13.1,2004,OUT035,Tier 2,Small,Supermarket Type1
0,146.7076,Snack Foods,0.106876976,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,100.77,Fruits and Vegetables,0.32111501,,1985,OUT019,Tier 1,Small,Grocery Store
1,58.5588,Breakfast,0.061124625999999994,7.895,1987,OUT013,Tier 3,High,Supermarket Type1
1,118.9098,Snack Foods,0.127599399,,1985,OUT019,Tier 1,Small,Grocery Store
0,38.9822,Snack Foods,0.029785889,16.75,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,198.21099999999998,Household,0.0,16.35,2004,OUT035,Tier 2,Small,Supermarket Type1
0,149.5392,Hard Drinks,0.010762387,8.21,2004,OUT035,Tier 2,Small,Supermarket Type1
0,58.3904,Soft Drinks,0.108206497,15.85,2007,OUT017,Tier 2,,Supermarket Type1
0,100.47,Canned,0.063127333,16.2,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,264.491,Frozen Foods,0.02687089,17.5,1997,OUT046,Tier 1,Small,Supermarket Type1
0,107.4622,Baking Goods,0.099681705,,1985,OUT019,Tier 1,Small,Grocery Store
1,198.1426,Frozen Foods,0.072898645,13.65,2004,OUT035,Tier 2,Small,Supermarket Type1
1,88.9856,Dairy,0.06335453099999999,11.35,2002,OUT045,Tier 2,,Supermarket Type1
0,191.1504,Dairy,0.082534287,10.8,2004,OUT035,Tier 2,Small,Supermarket Type1
1,211.8218,Frozen Foods,0.152024355,7.47,1987,OUT013,Tier 3,High,Supermarket Type1
0,126.402,Fruits and Vegetables,0.045669235999999995,19.85,1997,OUT046,Tier 1,Small,Supermarket Type1
1,113.6176,Frozen Foods,0.024342577999999997,8.39,2007,OUT017,Tier 2,,Supermarket Type1
0,239.2222,Snack Foods,0.028988287999999997,10.8,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,140.2838,Health and Hygiene,0.044908404000000006,15.0,1997,OUT046,Tier 1,Small,Supermarket Type1
0,176.7712,Household,0.168329848,17.35,2007,OUT017,Tier 2,,Supermarket Type1
0,198.8084,Snack Foods,0.111936685,14.1,1998,OUT010,Tier 3,,Grocery Store
1,226.6062,Starchy Foods,0.005620213000000001,19.2,2007,OUT017,Tier 2,,Supermarket Type1
0,78.067,Frozen Foods,0.117095014,15.6,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,124.1072,Snack Foods,0.248301532,,1985,OUT019,Tier 1,Small,Grocery Store
0,154.134,Others,0.023274107000000002,20.5,2007,OUT017,Tier 2,,Supermarket Type1
0,122.3072,Snack Foods,0.091354948,,1985,OUT019,Tier 1,Small,Grocery Store
0,41.4454,Breads,0.011087128,10.6,2004,OUT035,Tier 2,Small,Supermarket Type1
1,143.3786,Fruits and Vegetables,0.099839365,15.1,2004,OUT035,Tier 2,Small,Supermarket Type1
0,264.691,Frozen Foods,0.021938403999999998,7.035,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,142.4154,Dairy,0.090480206,16.0,2007,OUT017,Tier 2,,Supermarket Type1
1,262.6936,Frozen Foods,0.080640478,13.65,1997,OUT046,Tier 1,Small,Supermarket Type1
0,246.7144,Household,0.040338009,18.85,1987,OUT013,Tier 3,High,Supermarket Type1
1,190.35299999999998,Soft Drinks,0.007043008000000001,6.115,2004,OUT035,Tier 2,Small,Supermarket Type1
1,196.5768,Fruits and Vegetables,0.069219165,8.96,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,165.9526,Snack Foods,0.039569689,19.6,2004,OUT035,Tier 2,Small,Supermarket Type1
0,182.2634,Snack Foods,0.18058808199999998,9.195,1998,OUT010,Tier 3,,Grocery Store
0,52.7956,Household,0.09301462,8.97,1997,OUT046,Tier 1,Small,Supermarket Type1
0,117.1124,Household,0.274405193,12.35,1998,OUT010,Tier 3,,Grocery Store
0,183.9292,Frozen Foods,0.06688712299999999,9.3,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,162.421,Frozen Foods,0.042468412999999997,17.7,2004,OUT035,Tier 2,Small,Supermarket Type1
0,111.9518,Soft Drinks,0.071188446,7.27,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,92.8436,Dairy,0.191008614,20.7,1998,OUT010,Tier 3,,Grocery Store
1,32.8558,Frozen Foods,0.15959547300000002,16.1,1987,OUT013,Tier 3,High,Supermarket Type1
1,78.8644,Fruits and Vegetables,0.08690553599999999,,1985,OUT019,Tier 1,Small,Grocery Store
0,193.3478,Breakfast,0.08918638699999999,20.75,1987,OUT013,Tier 3,High,Supermarket Type1
0,123.6046,Household,0.11232121800000001,20.2,1997,OUT046,Tier 1,Small,Supermarket Type1
0,98.5726,Health and Hygiene,0.034668802,5.51,2007,OUT017,Tier 2,,Supermarket Type1
1,129.0678,Fruits and Vegetables,0.0,20.2,2007,OUT017,Tier 2,,Supermarket Type1
0,48.5034,Fruits and Vegetables,0.072592873,14.7,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,168.5132,Baking Goods,0.059889718,20.0,2004,OUT035,Tier 2,Small,Supermarket Type1
0,112.986,Household,0.11240211800000001,17.1,1998,OUT010,Tier 3,,Grocery Store
0,132.6626,Health and Hygiene,0.029529474,11.5,1998,OUT010,Tier 3,,Grocery Store
1,104.4648,Baking Goods,0.10573663800000001,11.15,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,43.3454,Frozen Foods,0.044291251,16.2,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,76.0328,Fruits and Vegetables,0.100388706,16.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,191.2162,Fruits and Vegetables,0.070556945,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,59.4904,Canned,0.054599767,15.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,263.0252,Starchy Foods,0.069560905,12.8,1987,OUT013,Tier 3,High,Supermarket Type1
0,125.2678,Frozen Foods,0.0,5.985,2004,OUT035,Tier 2,Small,Supermarket Type1
1,120.3098,Fruits and Vegetables,0.021453492999999997,19.35,2004,OUT035,Tier 2,Small,Supermarket Type1
0,109.8596,Health and Hygiene,0.016276741,16.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,106.2622,Baking Goods,0.056656942,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,189.253,Fruits and Vegetables,0.072994847,11.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,207.727,Household,0.165073642,8.88,1998,OUT010,Tier 3,,Grocery Store
0,177.9686,Canned,0.017744998999999997,11.6,1997,OUT046,Tier 1,Small,Supermarket Type1
0,101.7016,Baking Goods,0.047453947,9.8,2007,OUT017,Tier 2,,Supermarket Type1
1,139.1838,Fruits and Vegetables,0.17142216600000001,9.395,2002,OUT045,Tier 2,,Supermarket Type1
0,193.3162,Frozen Foods,0.021860985,12.3,1997,OUT046,Tier 1,Small,Supermarket Type1
0,192.6846,Soft Drinks,0.023577297999999997,16.1,1997,OUT046,Tier 1,Small,Supermarket Type1
1,147.5418,Fruits and Vegetables,0.043304681,19.1,1998,OUT010,Tier 3,,Grocery Store
0,174.0422,Household,0.177971115,8.43,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,260.4594,Breads,0.106894492,14.5,1998,OUT010,Tier 3,,Grocery Store
1,184.8924,Soft Drinks,0.127927931,8.27,1997,OUT046,Tier 1,Small,Supermarket Type1
0,148.0734,Fruits and Vegetables,0.081623275,7.02,2007,OUT017,Tier 2,,Supermarket Type1
1,128.0678,Frozen Foods,0.051596927,20.0,2002,OUT045,Tier 2,,Supermarket Type1
0,246.0486,Soft Drinks,0.067592098,7.81,2002,OUT045,Tier 2,,Supermarket Type1
0,158.6604,Seafood,0.054670967,,1985,OUT019,Tier 1,Small,Grocery Store
0,189.85299999999998,Others,0.012089478999999998,13.1,1987,OUT013,Tier 3,High,Supermarket Type1
0,216.5824,Canned,0.021250527999999998,15.2,2002,OUT045,Tier 2,,Supermarket Type1
0,74.738,Hard Drinks,0.05843345,10.8,1997,OUT046,Tier 1,Small,Supermarket Type1
0,50.7982,Seafood,0.05606697,12.6,2004,OUT035,Tier 2,Small,Supermarket Type1
0,115.015,Household,0.029569276000000002,12.15,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,248.9092,Snack Foods,0.0204332,7.42,2002,OUT045,Tier 2,,Supermarket Type1
1,172.4764,Baking Goods,0.055213280999999996,,1985,OUT019,Tier 1,Small,Grocery Store
1,111.4228,Canned,0.14080050000000002,6.885,2007,OUT017,Tier 2,,Supermarket Type1
0,42.177,Health and Hygiene,0.047665717,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,246.446,Household,0.059268885,20.25,2007,OUT017,Tier 2,,Supermarket Type1
1,214.0218,Canned,0.084937098,15.3,2002,OUT045,Tier 2,,Supermarket Type1
0,122.4414,Fruits and Vegetables,0.008778413,9.21,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,220.4798,Snack Foods,0.0,15.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,62.7168,Frozen Foods,0.013834247,15.35,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,190.3872,Fruits and Vegetables,0.132351411,12.15,2002,OUT045,Tier 2,,Supermarket Type1
0,164.0552,Household,0.082955719,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,50.3034,Health and Hygiene,0.009893817,11.395,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,111.9886,Fruits and Vegetables,0.0,17.1,1997,OUT046,Tier 1,Small,Supermarket Type1
1,119.044,Dairy,0.067940657,18.85,2004,OUT035,Tier 2,Small,Supermarket Type1
0,251.9698,Household,0.094161662,19.6,1997,OUT046,Tier 1,Small,Supermarket Type1
1,258.1962,Frozen Foods,0.067107448,11.3,2007,OUT017,Tier 2,,Supermarket Type1
0,255.3698,Frozen Foods,0.018321361,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,260.7252,Fruits and Vegetables,0.038756864,5.785,1997,OUT046,Tier 1,Small,Supermarket Type1
1,257.633,Fruits and Vegetables,0.07725473599999999,5.82,1987,OUT013,Tier 3,High,Supermarket Type1
0,168.0816,Snack Foods,0.08630486,9.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,139.1838,Snack Foods,0.12887653699999999,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,59.2588,Breakfast,0.061163967,7.895,2004,OUT035,Tier 2,Small,Supermarket Type1
0,247.4802,Dairy,0.058220302,13.8,2002,OUT045,Tier 2,,Supermarket Type1
0,238.7538,Dairy,0.025519534,5.44,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,109.8912,Fruits and Vegetables,0.070133177,16.7,1987,OUT013,Tier 3,High,Supermarket Type1
0,46.9376,Household,0.025947095,19.85,1987,OUT013,Tier 3,High,Supermarket Type1
1,49.0008,Baking Goods,0.091688111,10.395,2007,OUT017,Tier 2,,Supermarket Type1
0,40.5138,Soft Drinks,0.0,,1985,OUT019,Tier 1,Small,Grocery Store
1,87.7882,Fruits and Vegetables,0.165101585,,1985,OUT019,Tier 1,Small,Grocery Store
0,237.9248,Household,0.059417055,15.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,121.2756,Fruits and Vegetables,0.036287517000000005,20.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,124.9704,Snack Foods,0.037764268999999996,15.6,2002,OUT045,Tier 2,,Supermarket Type1
1,39.9822,Soft Drinks,0.024848787999999997,16.75,2004,OUT035,Tier 2,Small,Supermarket Type1
0,104.9622,Snack Foods,0.162903525,10.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,98.6726,Frozen Foods,0.016747538,16.2,2007,OUT017,Tier 2,,Supermarket Type1
1,116.6466,Fruits and Vegetables,0.147904328,7.72,1998,OUT010,Tier 3,,Grocery Store
0,120.044,Snack Foods,0.079904068,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,180.46599999999998,Snack Foods,0.040325274,5.785,1987,OUT013,Tier 3,High,Supermarket Type1
1,181.6318,Dairy,0.06302467,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,216.3824,Canned,0.021203509,15.2,2004,OUT035,Tier 2,Small,Supermarket Type1
1,196.3768,Frozen Foods,0.098765906,13.1,2004,OUT035,Tier 2,Small,Supermarket Type1
0,41.0822,Meat,0.012707362,6.32,1987,OUT013,Tier 3,High,Supermarket Type1
0,124.902,Snack Foods,0.04442649,17.85,1987,OUT013,Tier 3,High,Supermarket Type1
1,101.2016,Fruits and Vegetables,0.12171245900000001,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,141.7154,Soft Drinks,0.030769458,13.85,1987,OUT013,Tier 3,High,Supermarket Type1
0,147.3102,Soft Drinks,0.014614357,5.78,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,62.1194,Frozen Foods,0.076868664,,1985,OUT019,Tier 1,Small,Grocery Store
1,108.5228,Canned,0.140292495,6.885,2002,OUT045,Tier 2,,Supermarket Type1
0,216.0192,Household,0.070555571,8.42,2004,OUT035,Tier 2,Small,Supermarket Type1
0,94.6436,Soft Drinks,0.061409711,7.63,2007,OUT017,Tier 2,,Supermarket Type1
1,80.896,Starchy Foods,0.066555152,10.5,2007,OUT017,Tier 2,,Supermarket Type1
0,197.7768,Dairy,0.092711708,7.575,1998,OUT010,Tier 3,,Grocery Store
1,81.396,Snack Foods,0.017844608999999997,13.5,1987,OUT013,Tier 3,High,Supermarket Type1
0,120.244,Starchy Foods,0.025916882999999998,12.15,2002,OUT045,Tier 2,,Supermarket Type1
1,197.7742,Canned,0.053611144000000006,5.405,2004,OUT035,Tier 2,Small,Supermarket Type1
0,262.291,Household,0.20778348300000002,,1985,OUT019,Tier 1,Small,Grocery Store
0,208.7638,Starchy Foods,0.122837694,7.435,1997,OUT046,Tier 1,Small,Supermarket Type1
0,127.0994,Breads,0.141174838,4.635,2002,OUT045,Tier 2,,Supermarket Type1
1,197.7768,Fruits and Vegetables,0.069078149,8.96,2002,OUT045,Tier 2,,Supermarket Type1
0,191.9504,Household,0.08934507400000001,18.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,173.5422,Baking Goods,0.058822142,11.65,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,121.3098,Frozen Foods,0.07136869900000001,10.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,140.7812,Health and Hygiene,0.068055818,7.39,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,154.5314,Meat,0.150122794,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,215.7192,Fruits and Vegetables,0.030094192000000002,14.0,1997,OUT046,Tier 1,Small,Supermarket Type1
1,145.8102,Dairy,0.076097035,18.5,1998,OUT010,Tier 3,,Grocery Store
1,79.6302,Snack Foods,0.025973384,13.65,2002,OUT045,Tier 2,,Supermarket Type1
0,244.1828,Snack Foods,0.0,14.15,2002,OUT045,Tier 2,,Supermarket Type1
1,225.6088,Fruits and Vegetables,0.053887301,10.1,2007,OUT017,Tier 2,,Supermarket Type1
0,117.615,Canned,0.024262772000000002,10.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,115.0492,Hard Drinks,0.034624103999999996,13.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,178.5318,Fruits and Vegetables,0.044281996,13.1,2002,OUT045,Tier 2,,Supermarket Type1
0,104.82799999999999,Health and Hygiene,0.052121825,18.75,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,52.06399999999999,Frozen Foods,0.135662712,14.0,1987,OUT013,Tier 3,High,Supermarket Type1
0,192.8846,Soft Drinks,0.023613955,16.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,179.9002,Canned,0.082152451,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,141.7154,Snack Foods,0.02363057,,1985,OUT019,Tier 1,Small,Grocery Store
0,119.8124,Household,0.164274416,12.35,2002,OUT045,Tier 2,,Supermarket Type1
1,215.0876,Dairy,0.047587685,20.7,2002,OUT045,Tier 2,,Supermarket Type1
0,62.7826,Meat,0.07995298299999999,7.825,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,53.6614,Household,0.024992442,,1985,OUT019,Tier 1,Small,Grocery Store
0,222.0114,Baking Goods,0.11510702800000001,12.1,2002,OUT045,Tier 2,,Supermarket Type1
0,123.1756,Household,0.008604657,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,162.4552,Household,0.08352844599999999,14.65,2002,OUT045,Tier 2,,Supermarket Type1
1,177.237,Meat,0.036731658,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,238.188,Seafood,0.129337594,20.75,1997,OUT046,Tier 1,Small,Supermarket Type1
0,65.0142,Others,0.0,11.15,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,144.3444,Soft Drinks,0.029827665,12.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,168.3474,Breakfast,0.157718931,11.6,2007,OUT017,Tier 2,,Supermarket Type1
0,173.7422,Dairy,0.008046275,17.6,2007,OUT017,Tier 2,,Supermarket Type1
0,127.9678,Household,0.06875355799999999,,1985,OUT019,Tier 1,Small,Grocery Store
