"","Item_Fat_Content","Item_MRP","Item_Type","Item_Visibility","Item_Weight","Outlet_Establishment_Year","Outlet_Identifier","Outlet_Location_Type","Outlet_Size","Outlet_Type"
"3195",1,117.7466,"Frozen Foods",0.122015744,20.7,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3196",0,107.228,"Snack Foods",0.099120588,9.395,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3197",1,147.6102,"Fruits and Vegetables",0.159968994,13.5,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3198",1,199.5742,"Fruits and Vegetables",0.042949109,12.0102348365346,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3199",0,232.2668,"Dairy",0.088172355,14.1,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3200",0,98.97,"Breads",0.078831762,10.025767870436,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3201",0,254.8014,"Canned",0.035263498,14.15,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3202",0,185.3898,"Fruits and Vegetables",0.129889831,9.695,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3203",1,53.3298,"Baking Goods",0.134037,4.88,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3204",1,194.0794,"Dairy",0.145867347,10.195,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3205",0,53.7324,"Meat",0.121554149,12.2041347978861,1985,"OUT019","Tier 1","Small","Grocery Store"
"3206",0,189.753,"Household",0.091924311,14.8496643449874,1985,"OUT019","Tier 1","Small","Grocery Store"
"3207",0,217.6482,"Snack Foods",0.236616754,14.0582178180532,1985,"OUT019","Tier 1","Small","Grocery Store"
"3208",0,91.883,"Snack Foods",0.074553522,15.35,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3209",0,192.082,"Starchy Foods",0.075864171,6.695,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3210",1,128.6994,"Snack Foods",0.037977917,10,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3211",0,183.9582,"Snack Foods",0.031143591,8.63,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3212",0,106.1938,"Starchy Foods",0.154860353,15,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3213",1,46.3744,"Fruits and Vegetables",0.028238317,20,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3214",1,207.1638,"Fruits and Vegetables",0.073700837,14.3400061401854,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3215",1,81.1618,"Frozen Foods",0.008027701,9.1,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3216",0,214.0902,"Household",0.099290166,16,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3217",0,57.3904,"Soft Drinks",0.180096791,15.85,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3218",0,81.3618,"Baking Goods",0.008499464,13.9872071843532,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3219",0,173.9422,"Household",0.177629525,19.1,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3220",1,90.2488,"Canned",0.020865797,7.27,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3221",0,120.7098,"Household",0.026180032,6.59,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3222",0,173.9054,"Fruits and Vegetables",0.037734334,13.1,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3223",0,86.8224,"Frozen Foods",0.127435585,14.3,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3224",1,221.5456,"Fruits and Vegetables",0.087762922,15.1,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3225",0,162.4894,"Household",0.153127523,5.825,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3226",1,239.4538,"Starchy Foods",0.017703044,10.195,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3227",1,178.5028,"Meat",0.096433359,20.2,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3228",0,248.346,"Household",0.128136346,12.3,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3229",1,101.2674,"Canned",0.008184912,16.75,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3230",0,150.1366,"Fruits and Vegetables",0.059846975,11.1,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3231",1,100.1016,"Fruits and Vegetables",0.122494876,9.195,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3232",1,147.3734,"Meat",0.054846706,12.8646614326921,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3233",0,117.7492,"Fruits and Vegetables",0.022980361,12.8,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3234",0,99.2042,"Frozen Foods",0.125154452,6.325,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3235",0,153.534,"Household",0.011762847,15.7667202572529,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3236",0,63.4826,"Meat",0.010674255,6.17,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3237",0,81.6934,"Canned",0.041098016,6.98,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3238",0,197.411,"Household",0.077132215,14.3293783935048,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3239",0,225.0404,"Health and Hygiene",0.145013434,12.15,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3240",0,195.8136,"Baking Goods",0.028683422,9.3,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3241",0,79.3618,"Baking Goods",0.008554102,18,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3242",1,187.5872,"Fruits and Vegetables",0.132058566,12.15,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3243",1,79.496,"Snack Foods",0.017895691,13.5,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3244",1,49.2034,"Baking Goods",0.082731751,19.35,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3245",0,103.199,"Health and Hygiene",0.058083831,8.485,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3246",0,210.527,"Canned",0.127449031,6.3,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3247",0,225.3746,"Starchy Foods",0.097536998,20.85,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3248",1,48.4692,"Frozen Foods",0.143670179,15.5,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3249",1,265.7884,"Canned",0.139804885,17,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3250",1,81.896,"Starchy Foods",0.065860323,12.3685897985791,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3251",1,48.8376,"Dairy",0.0481669,10.5,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3252",0,143.9786,"Canned",0.089005769,9.3,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3253",0,86.254,"Baking Goods",0.105893301,13.4197991831819,1985,"OUT019","Tier 1","Small","Grocery Store"
"3254",0,123.473,"Health and Hygiene",0.12566436,5.615,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3255",0,171.1422,"Household",0.047377053,18,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3256",1,206.9638,"Canned",0,13.35,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3257",0,115.515,"Meat",0.014353676,11.2084618939455,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3258",0,148.1734,"Fruits and Vegetables",0,7.02,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3259",0,140.4154,"Health and Hygiene",0.025002878,20.1,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3260",0,53.8614,"Others",0,14.65,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3261",1,157.5288,"Frozen Foods",0.150015234,7.825,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3262",0,74.1038,"Frozen Foods",0.014691784,17.35,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3263",0,98.141,"Household",0.017062427,16.35,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3264",0,237.5248,"Snack Foods",0.019142452,15.2,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3265",0,121.4072,"Frozen Foods",0.104890428,18.7,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3266",0,238.7248,"Snack Foods",0.019018943,15.2,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3267",0,211.556,"Snack Foods",0.011233126,17.85,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3268",0,190.0846,"Meat",0.081026811,14.8,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3269",0,176.237,"Breads",0.081953387,15.85,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3270",1,156.8288,"Breads",0.060587738,10.9812795309748,1985,"OUT019","Tier 1","Small","Grocery Store"
"3271",0,126.6336,"Hard Drinks",0.090850115,18.85,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3272",1,120.3782,"Dairy",0.071335395,16.7,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3273",0,182.4292,"Meat",0.083929569,20.35,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3274",1,79.0644,"Baking Goods",0.086396038,9.195,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3275",0,101.8332,"Household",0.023071504,15.3,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3276",0,38.7506,"Health and Hygiene",0.012627329,16.5,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3277",1,104.5648,"Breads",0.094512029,20.85,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3278",1,199.9084,"Snack Foods",0.013951504,10.831091313461,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3279",0,231.9642,"Dairy",0.056785183,10.6,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3280",1,121.8388,"Meat",0.06117708,5.15,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3281",1,252.6382,"Fruits and Vegetables",0.152099033,12.85,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3282",0,180.0976,"Household",0.02594835,20.25,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3283",0,163.3526,"Soft Drinks",0.041581725,17.6,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3284",1,58.8562,"Snack Foods",0.103849783,16.7,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3285",0,105.9938,"Starchy Foods",0.154301621,15,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3286",1,55.8588,"Snack Foods",0.010937229,6.63,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3287",1,254.9356,"Dairy",0.073562475,12.1031362352564,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3288",1,178.2028,"Fruits and Vegetables",0.125687917,15.5,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3289",0,39.548,"Others",0.0311868,12.8204873478484,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3290",0,237.4564,"Soft Drinks",0.167831064,9.895,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3291",0,115.2176,"Household",0,16.25,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3292",1,147.0102,"Fruits and Vegetables",0.160624116,13.5,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3293",0,129.1678,"Household",0.050929429,17.7,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3294",0,118.1808,"Fruits and Vegetables",0.06780958,13.5924842213921,1985,"OUT019","Tier 1","Small","Grocery Store"
"3295",1,161.221,"Frozen Foods",0.026042966,13.85,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3296",0,61.4852,"Dairy",0.038610722,6.92,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3297",0,40.6164,"Hard Drinks",0.019372253,11.65,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3298",1,242.7512,"Fruits and Vegetables",0.057290978,11,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3299",0,242.1196,"Health and Hygiene",0.097909084,17.75,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3300",1,258.8988,"Breads",0.067688124,5.695,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3301",0,93.512,"Dairy",0.035207155,17.25,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3302",1,46.7376,"Dairy",0.080688663,10.5,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3303",0,73.9696,"Soft Drinks",0.033447756,16.2,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3304",0,161.492,"Health and Hygiene",0.082797778,17.6,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3305",0,108.457,"Snack Foods",0.026940466,7.31,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3306",0,124.0046,"Starchy Foods",0.037877202,14.15,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3307",0,121.6072,"Snack Foods",0.141129263,12.6148327050768,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3308",0,171.8422,"Soft Drinks",0.034424278,7.97,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3309",0,230.6642,"Household",0.060067115,9.895,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3310",1,121.144,"Dairy",0.127727102,10.695,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3311",0,144.3812,"Soft Drinks",0.05674821,13.15,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3312",0,224.0746,"Household",0.014052469,18.35,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3313",0,132.2942,"Canned",0.122684413,15.7,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3314",1,263.9252,"Fruits and Vegetables",0.038724612,5.785,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3315",0,233.5958,"Fruits and Vegetables",0.09688421,19.1,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3316",0,100.1384,"Baking Goods",0,12.369004868364,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3317",0,109.7228,"Fruits and Vegetables",0.087380432,12.6,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3318",0,49.5034,"Fruits and Vegetables",0.072707309,14.7,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3319",1,125.9678,"Fruits and Vegetables",0.059894378,20.2,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3320",0,126.3046,"Starchy Foods",0.037901581,14.15,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3321",0,120.7414,"Fruits and Vegetables",0.025841875,11.3891157990627,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3322",0,161.492,"Health and Hygiene",0.081933378,13.5314788427679,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3323",0,140.818,"Snack Foods",0.012627478,18.2,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3324",1,252.2724,"Snack Foods",0.030476541,12.7661906388466,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3325",1,254.2356,"Dairy",0.074070351,12.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3326",0,100.37,"Canned",0.063017421,16.2,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3327",0,182.595,"Snack Foods",0.043727261,13.15,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3328",0,112.4544,"Snack Foods",0.104023565,7.51,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3329",1,232.23,"Breakfast",0.056271701,13.85,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3330",0,47.4718,"Household",0.080619969,9.1,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3331",0,125.602,"Fruits and Vegetables",0.045761855,19.85,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3332",1,83.2276,"Frozen Foods",0.078863888,11.6,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3333",1,169.379,"Canned",0.027729547,15.7,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3334",1,46.3376,"Meat",0.170646494,15.1732323451937,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3335",0,127.2678,"Household",0.039235527,20.35,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3336",1,218.4508,"Fruits and Vegetables",0.02502991,10.5,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3337",0,207.7638,"Starchy Foods",0.205605116,7.435,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3338",0,167.25,"Fruits and Vegetables",0.085622362,5.655,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3339",0,152.8366,"Fruits and Vegetables",0.059968347,11.1,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3340",0,65.4168,"Soft Drinks",0.049038621,15,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3341",0,39.3138,"Soft Drinks",0.036147029,14.15,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3342",1,59.522,"Baking Goods",0.212963193,11.7232551096216,1985,"OUT019","Tier 1","Small","Grocery Store"
"3343",1,80.6592,"Fruits and Vegetables",0.110614538,12.5,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3344",0,122.7072,"Snack Foods",0.142393712,20.35,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3345",0,181.5292,"Fruits and Vegetables",0.053976156,8.85,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3346",1,122.4072,"Fruits and Vegetables",0.03107068,7.55,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3347",0,109.1886,"Fruits and Vegetables",0.03761584,18.7,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3348",0,105.099,"Fruits and Vegetables",0.054363971,12.9594120852791,1985,"OUT019","Tier 1","Small","Grocery Store"
"3349",0,210.2612,"Snack Foods",0.161039887,12.6,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3350",0,85.5908,"Others",0.040023967,9.395,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3351",1,103.1332,"Snack Foods",0,7.21,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3352",0,194.0162,"Health and Hygiene",0.030619301,18.35,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3353",1,93.3094,"Meat",0.054637635,11.3,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3354",0,40.8822,"Frozen Foods",0,17.25,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3355",0,113.5544,"Baking Goods",0.132995494,13.733395292533,1985,"OUT019","Tier 1","Small","Grocery Store"
"3356",1,164.7526,"Fruits and Vegetables",0.050085152,11.85,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3357",0,168.0158,"Soft Drinks",0.096689673,9.6,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3358",0,119.144,"Starchy Foods",0.026010729,12.15,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3359",0,112.4544,"Baking Goods",0.075959623,17.75,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3360",0,76.2328,"Household",0.021413346,20.35,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3361",0,120.5414,"Fruits and Vegetables",0,8.785,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3362",0,87.2224,"Frozen Foods",0.126924095,12.5276948285729,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3363",1,131.2968,"Fruits and Vegetables",0.103340142,6.11,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3364",0,125.173,"Health and Hygiene",0,14.0181628467817,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3365",1,129.9284,"Snack Foods",0.012288171,15.15,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3366",1,159.4578,"Breads",0.142827296,10.5,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3367",0,93.6094,"Fruits and Vegetables",0.022291121,15.2844822751901,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3368",1,60.9562,"Snack Foods",0.061992874,16.7,1987,"OUT013","Tier 3","High","Supermarket Type1"
"3369",1,148.9708,"Meat",0.17417636,9.035,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3370",0,38.448,"Health and Hygiene",0.037953762,11,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3371",0,46.3402,"Fruits and Vegetables",0.122289654,11.8,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3372",1,121.844,"Dairy",0.128247408,10.695,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3373",1,146.2102,"Snack Foods",0.038341654,13.2004708393359,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"3374",0,33.79,"Household",0.038699553,9.105,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3375",0,156.7972,"Soft Drinks",0.01940856,16.2,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3376",0,175.037,"Baking Goods",0.137870237,13.2932360971368,1985,"OUT019","Tier 1","Small","Grocery Store"
"3377",0,193.2504,"Snack Foods",0.052800258,18.75,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3378",0,149.4708,"Frozen Foods",0.06355415,13.3,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"3379",0,115.8808,"Canned",0.01043823,6.425,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3380",0,53.2324,"Fruits and Vegetables",0.020589623,16.35,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"3381",1,48.8376,"Frozen Foods",0.041806702,19.6,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3382",0,139.818,"Snack Foods",0.012679191,18.2,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3383",0,104.9622,"Snack Foods",0.128289285,19,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3384",0,47.6034,"Health and Hygiene",0.009878459,11.395,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3385",1,37.1506,"Frozen Foods",0.046090204,6.635,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3386",1,121.9388,"Fruits and Vegetables",0.046680961,17.85,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"3387",0,256.3014,"Canned",0.03546967,14.15,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3388",0,100.5016,"Others",0.047290068,5.5,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3389",1,163.0236,"Frozen Foods",0.13842353,8.895,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"3390",1,50.1034,"Fruits and Vegetables",0.027779381,17.7,1998,"OUT010","Tier 3","Medium","Grocery Store"
"3391",1,121.3098,"Baking Goods",0,11.0842209018467,1985,"OUT019","Tier 1","Small","Grocery Store"
"3392",0,140.618,"Frozen Foods",0.046043736,10,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"3393",0,47.6034,"Baking Goods",0.007215314,7.09,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3394",1,189.5872,"Fruits and Vegetables",0.132083542,12.15,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"3395",1,34.5558,"Frozen Foods",0.083399788,7.75,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
